repo_name,language,package_name,package_version,package_with_version,file_last_modified,file_path,org_name,dependency_type
sentra-auth,python,python,^3.10,python==^3.10,2025-03-06T02:07:21.228164,pyproject.toml,sentraio,normal
sentra-auth,python,fastapi,^0.83.0,fastapi==^0.83.0,2025-03-06T02:07:21.228164,pyproject.toml,sentraio,normal
sentra-auth,python,workos,^4.0.0,workos==^4.0.0,2025-03-06T02:07:21.228164,pyproject.toml,sentraio,normal
sentra-auth,python,ddtrace,^2.8.5,ddtrace==^2.8.5,2025-03-06T02:07:21.228164,pyproject.toml,sentraio,normal
sentra-auth,python,requests,^2.28.1,requests==^2.28.1,2025-03-06T02:07:21.228164,pyproject.toml,sentraio,normal
sentra-auth,python,Jinja2,^3.1.2,Jinja2==^3.1.2,2025-03-06T02:07:21.228164,pyproject.toml,sentraio,normal
sentra-auth,python,python-multipart,^0.0.5,python-multipart==^0.0.5,2025-03-06T02:07:21.228164,pyproject.toml,sentraio,normal
sentra-auth,python,email-validator,^1.2.1,email-validator==^1.2.1,2025-03-06T02:07:21.228164,pyproject.toml,sentraio,normal
sentra-auth,python,types-requests,^2.28.10,types-requests==^2.28.10,2025-03-06T02:07:21.228164,pyproject.toml,sentraio,normal
sentra-auth,python,python-json-logger,^2.0.4,python-json-logger==^2.0.4,2025-03-06T02:07:21.228164,pyproject.toml,sentraio,normal
sentra-auth,python,sendgrid,^6.11.0,sendgrid==^6.11.0,2025-03-06T02:07:21.228164,pyproject.toml,sentraio,normal
sentra-auth,python,redis,^5.1.0,redis==^5.1.0,2025-03-06T02:07:21.228164,pyproject.toml,sentraio,normal
sentra-auth,python,slowapi,^0.1.9,slowapi==^0.1.9,2025-03-06T02:07:21.228164,pyproject.toml,sentraio,normal
sentra-auth,python,google-cloud-recaptcha-enterprise,^1.25.0,google-cloud-recaptcha-enterprise==^1.25.0,2025-03-06T02:07:21.228164,pyproject.toml,sentraio,normal
sentra-auth,python,black,^22.8.0,black==^22.8.0,2025-03-06T02:07:21.228164,pyproject.toml,sentraio,dev
sentra-auth,python,darker,^1.5.1,darker==^1.5.1,2025-03-06T02:07:21.228164,pyproject.toml,sentraio,dev
sentra-auth,python,flake8,^5.0.4,flake8==^5.0.4,2025-03-06T02:07:21.228164,pyproject.toml,sentraio,dev
sentra-auth,python,mypy,^0.971,mypy==^0.971,2025-03-06T02:07:21.228164,pyproject.toml,sentraio,dev
sentra-auth,python,isort,^5.10.1,isort==^5.10.1,2025-03-06T02:07:21.228164,pyproject.toml,sentraio,dev
sentra-auth,python,pytest,^7.1.3,pytest==^7.1.3,2025-03-06T02:07:21.228164,pyproject.toml,sentraio,dev
sentra-auth,python,pytest-asyncio,^0.19.0,pytest-asyncio==^0.19.0,2025-03-06T02:07:21.228164,pyproject.toml,sentraio,dev
sentra-auth,python,pytest-dotenv,^0.5.2,pytest-dotenv==^0.5.2,2025-03-06T02:07:21.228164,pyproject.toml,sentraio,dev
sentra-auth,python,responses,^0.22.0,responses==^0.22.0,2025-03-06T02:07:21.228164,pyproject.toml,sentraio,dev
sentra-auth,javascript,@emotion/react,^11.10.4,@emotion/react@^11.10.4,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,normal
sentra-auth,javascript,@emotion/styled,^11.10.4,@emotion/styled@^11.10.4,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,normal
sentra-auth,javascript,@mui/base,^5.0.0-alpha.99,@mui/base@^5.0.0-alpha.99,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,normal
sentra-auth,javascript,@mui/lab,^5.0.0-alpha.101,@mui/lab@^5.0.0-alpha.101,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,normal
sentra-auth,javascript,@mui/material,^5.10.7,@mui/material@^5.10.7,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,normal
sentra-auth,javascript,mui-one-time-password-input,^2.0.3,mui-one-time-password-input@^2.0.3,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,normal
sentra-auth,javascript,react,^18.2.0,react@^18.2.0,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,normal
sentra-auth,javascript,react-dom,^18.2.0,react-dom@^18.2.0,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,normal
sentra-auth,javascript,react-google-recaptcha-v3,^1.10.1,react-google-recaptcha-v3@^1.10.1,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,normal
sentra-auth,javascript,react-router,^6.4.1,react-router@^6.4.1,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,normal
sentra-auth,javascript,react-router-dom,^6.4.1,react-router-dom@^6.4.1,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,normal
sentra-auth,javascript,@types/react,^18.0.21,@types/react@^18.0.21,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,dev
sentra-auth,javascript,@types/react-dom,^18.0.6,@types/react-dom@^18.0.6,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,dev
sentra-auth,javascript,@typescript-eslint/eslint-plugin,^5.38.1,@typescript-eslint/eslint-plugin@^5.38.1,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,dev
sentra-auth,javascript,@typescript-eslint/parser,^5.38.1,@typescript-eslint/parser@^5.38.1,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,dev
sentra-auth,javascript,@vitejs/plugin-react,^2.1.0,@vitejs/plugin-react@^2.1.0,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,dev
sentra-auth,javascript,c8,^7.12.0,c8@^7.12.0,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,dev
sentra-auth,javascript,eslint,^8.24.0,eslint@^8.24.0,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,dev
sentra-auth,javascript,eslint-config-airbnb,^19.0.4,eslint-config-airbnb@^19.0.4,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,dev
sentra-auth,javascript,eslint-config-airbnb-typescript,^17.0.0,eslint-config-airbnb-typescript@^17.0.0,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,dev
sentra-auth,javascript,eslint-import-resolver-typescript,^3.5.1,eslint-import-resolver-typescript@^3.5.1,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,dev
sentra-auth,javascript,eslint-plugin-import,^2.26.0,eslint-plugin-import@^2.26.0,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,dev
sentra-auth,javascript,eslint-plugin-jsx-a11y,^6.6.1,eslint-plugin-jsx-a11y@^6.6.1,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,dev
sentra-auth,javascript,eslint-plugin-react,^7.31.8,eslint-plugin-react@^7.31.8,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,dev
sentra-auth,javascript,eslint-plugin-react-hooks,^4.6.0,eslint-plugin-react-hooks@^4.6.0,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,dev
sentra-auth,javascript,prettier,^3.3.3,prettier@^3.3.3,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,dev
sentra-auth,javascript,typescript,^4.8.4,typescript@^4.8.4,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,dev
sentra-auth,javascript,vite,^3.1.4,vite@^3.1.4,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,dev
sentra-auth,javascript,vite-plugin-checker,^0.5.1,vite-plugin-checker@^0.5.1,2025-03-06T02:07:21.218247,frontend/package.json,sentraio,dev
sentra-remote-utils,python,python,">=3.8.1,<4.0.0","python==>=3.8.1,<4.0.0",2025-03-06T02:10:35.317993,pyproject.toml,sentraio,normal
sentra-remote-utils,python,pydantic,^2.8.2,pydantic==^2.8.2,2025-03-06T02:10:35.317993,pyproject.toml,sentraio,normal
sentra-remote-utils,python,pydantic-settings,^2.3.4,pydantic-settings==^2.3.4,2025-03-06T02:10:35.317993,pyproject.toml,sentraio,normal
sentra-remote-utils,python,sentra-cloud-utils,^4.0.64,sentra-cloud-utils==^4.0.64,2025-03-06T02:10:35.317993,pyproject.toml,sentraio,normal
sentra-remote-utils,python,diff-cover,6.5.0,diff-cover==6.5.0,2025-03-06T02:10:35.317993,pyproject.toml,sentraio,dev
sentra-remote-utils,python,pytest,7.1.1,pytest==7.1.1,2025-03-06T02:10:35.317993,pyproject.toml,sentraio,dev
sentra-remote-utils,python,pytest-mock,3.7.0,pytest-mock==3.7.0,2025-03-06T02:10:35.317993,pyproject.toml,sentraio,dev
sentra-remote-utils,python,mypy,^1.0.1,mypy==^1.0.1,2025-03-06T02:10:35.317993,pyproject.toml,sentraio,dev
sentra-remote-utils,python,black,^23.1.0,black==^23.1.0,2025-03-06T02:10:35.317993,pyproject.toml,sentraio,dev
sentra-remote-utils,python,isort,^5.12.0,isort==^5.12.0,2025-03-06T02:10:35.317993,pyproject.toml,sentraio,dev
sentra-remote-utils,python,flake8,^7.1.0,flake8==^7.1.0,2025-03-06T02:10:35.317993,pyproject.toml,sentraio,dev
sentra-luxus-service,python,python,^3.11,python==^3.11,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,backoff,^2.2.1,backoff==^2.2.1,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,ddtrace,^2.2,ddtrace==^2.2,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,pytest-cov,^3.0.0,pytest-cov==^3.0.0,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,diff-cover,^6.5.1,diff-cover==^6.5.1,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,aiohttp,3.9.5,aiohttp==3.9.5,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,flake8,^6.0.0,flake8==^6.0.0,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,loguru,^0.7.0,loguru==^0.7.0,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,gunicorn,^21.2.0,gunicorn==^21.2.0,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,confluent-kafka,^2.2.0,confluent-kafka==^2.2.0,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,requests,^2.30.0,requests==^2.30.0,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,more-itertools,10.5.0,more-itertools==10.5.0,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,smart-open,^6.4.0,smart-open==^6.4.0,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,python-json-logger,^2.0.7,python-json-logger==^2.0.7,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,fastapi,^0.104.1,fastapi==^0.104.1,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,pytest-mock,^3.12.0,pytest-mock==^3.12.0,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,docker,^6.1.3,docker==^6.1.3,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,pytest-asyncio,0.21.1,pytest-asyncio==0.21.1,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,pyarrow,^14.0.2,pyarrow==^14.0.2,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,pydantic-settings,^2.1.0,pydantic-settings==^2.1.0,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,pydantic,^2.5.3,pydantic==^2.5.3,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,sentra-common-utils,2.0.30,sentra-common-utils==2.0.30,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,openai,^1.30.1,openai==^1.30.1,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,aioboto3,^13.0.1,aioboto3==^13.0.1,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,sentra-settings-sdk,^2.0.9,sentra-settings-sdk==^2.0.9,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,motor,^3.6.0,motor==^3.6.0,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,deepdiff,^8.0.1,deepdiff==^8.0.1,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,normal
sentra-luxus-service,python,pytest,^7.0.1,pytest==^7.0.1,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,dev
sentra-luxus-service,python,black,^22.1.0,black==^22.1.0,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,dev
sentra-luxus-service,python,mypy,^1.6.1,mypy==^1.6.1,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,dev
sentra-luxus-service,python,isort,^5.10.1,isort==^5.10.1,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,dev
sentra-luxus-service,python,Faker,^13.3.0,Faker==^13.3.0,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,dev
sentra-luxus-service,python,flake8,^6.0.0,flake8==^6.0.0,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,dev
sentra-luxus-service,python,pytest-asyncio,^0.21.1,pytest-asyncio==^0.21.1,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,dev
sentra-luxus-service,python,darker,^1.4.1,darker==^1.4.1,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,dev
sentra-luxus-service,python,types-requests,^2.31.0.10,types-requests==^2.31.0.10,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,dev
sentra-luxus-service,python,psycopg2-binary,2.9.3,psycopg2-binary==2.9.3,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,dev
sentra-luxus-service,python,pydantic-settings,^2.1.0,pydantic-settings==^2.1.0,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,dev
sentra-luxus-service,python,polyfactory,^2.18.1,polyfactory==^2.18.1,2025-03-06T02:09:25.284147,pyproject.toml,sentraio,dev
sentra-kafka-retry,python,python,^3.11,python==^3.11,2025-03-06T02:09:21.640121,pyproject.toml,sentraio,normal
sentra-kafka-retry,python,backoff,^2.2.1,backoff==^2.2.1,2025-03-06T02:09:21.640121,pyproject.toml,sentraio,normal
sentra-kafka-retry,python,asyncpg,^0.26.0,asyncpg==^0.26.0,2025-03-06T02:09:21.640121,pyproject.toml,sentraio,normal
sentra-kafka-retry,python,ddtrace,^1.0.1,ddtrace==^1.0.1,2025-03-06T02:09:21.640121,pyproject.toml,sentraio,normal
sentra-kafka-retry,python,pytest-cov,^3.0.0,pytest-cov==^3.0.0,2025-03-06T02:09:21.640121,pyproject.toml,sentraio,normal
sentra-kafka-retry,python,diff-cover,^6.5.1,diff-cover==^6.5.1,2025-03-06T02:09:21.640121,pyproject.toml,sentraio,normal
sentra-kafka-retry,python,aiohttp,^3.8.3,aiohttp==^3.8.3,2025-03-06T02:09:21.640121,pyproject.toml,sentraio,normal
sentra-kafka-retry,python,greenlet,^2.0.2,greenlet==^2.0.2,2025-03-06T02:09:21.640121,pyproject.toml,sentraio,normal
sentra-kafka-retry,python,flake8,^6.0.0,flake8==^6.0.0,2025-03-06T02:09:21.640121,pyproject.toml,sentraio,normal
sentra-kafka-retry,python,loguru,^0.7.0,loguru==^0.7.0,2025-03-06T02:09:21.640121,pyproject.toml,sentraio,normal
sentra-kafka-retry,python,gunicorn,^21.2.0,gunicorn==^21.2.0,2025-03-06T02:09:21.640121,pyproject.toml,sentraio,normal
sentra-kafka-retry,python,confluent-kafka,^2.2.0,confluent-kafka==^2.2.0,2025-03-06T02:09:21.640121,pyproject.toml,sentraio,normal
sentra-kafka-retry,python,sentra-kafka,^2.0.0,sentra-kafka==^2.0.0,2025-03-06T02:09:21.640121,pyproject.toml,sentraio,normal
sentra-kafka-retry,python,fastapi,^0.104.1,fastapi==^0.104.1,2025-03-06T02:09:21.640121,pyproject.toml,sentraio,normal
sentra-kafka-retry,python,pydantic,^2.4.2,pydantic==^2.4.2,2025-03-06T02:09:21.640121,pyproject.toml,sentraio,normal
sentra-kafka-retry,python,pydantic-settings,^2.0.3,pydantic-settings==^2.0.3,2025-03-06T02:09:21.640121,pyproject.toml,sentraio,normal
sentra-kafka-retry,python,pytest,^7.0.1,pytest==^7.0.1,2025-03-06T02:09:21.640121,pyproject.toml,sentraio,dev
sentra-kafka-retry,python,mypy,^1.8.0,mypy==^1.8.0,2025-03-06T02:09:21.640121,pyproject.toml,sentraio,dev
sentra-kafka-retry,python,black,^22.1.0,black==^22.1.0,2025-03-06T02:09:21.640121,pyproject.toml,sentraio,dev
sentra-kafka-retry,python,isort,^5.10.1,isort==^5.10.1,2025-03-06T02:09:21.640121,pyproject.toml,sentraio,dev
sentra-kafka-retry,python,Faker,^13.3.0,Faker==^13.3.0,2025-03-06T02:09:21.640121,pyproject.toml,sentraio,dev
sentra-kafka-retry,python,flake8,^6.0.0,flake8==^6.0.0,2025-03-06T02:09:21.640121,pyproject.toml,sentraio,dev
sentra-kafka-retry,python,pytest-asyncio,^0.21.1,pytest-asyncio==^0.21.1,2025-03-06T02:09:21.640121,pyproject.toml,sentraio,dev
sentra-cloud-utils,python,python,^3.9,python==^3.9,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,backoff,^2.2.1,backoff==^2.2.1,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,pydantic,^2.5.3,pydantic==^2.5.3,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,smart-open,^6.4.0,smart-open==^6.4.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,azure-mgmt-storage,^21.0.0,azure-mgmt-storage==^21.0.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,azure-storage-blob,^12.16.0,azure-storage-blob==^12.16.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,azure-identity,^1.12.0,azure-identity==^1.12.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,azure-cosmos,4.2.0,azure-cosmos==4.2.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,azure-mgmt-cosmosdb,^9.0.0,azure-mgmt-cosmosdb==^9.0.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,azure-keyvault-secrets,^4.6.0,azure-keyvault-secrets==^4.6.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,azure-mgmt-keyvault,10.2.1,azure-mgmt-keyvault==10.2.1,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,azure-mgmt-web,^7.0.0,azure-mgmt-web==^7.0.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,azure-mgmt-rdbms,10.2.0b17,azure-mgmt-rdbms==10.2.0b17,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,azure-mgmt-network,^22.2.0,azure-mgmt-network==^22.2.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,azure-mgmt-compute,^29.1.0,azure-mgmt-compute==^29.1.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,azure-mgmt-resource,^22.0.0,azure-mgmt-resource==^22.0.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,azure-mgmt-subscription,^3.1.1,azure-mgmt-subscription==^3.1.1,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,azure-storage-queue,^12.9.0,azure-storage-queue==^12.9.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,azure-core,^1.26.1,azure-core==^1.26.1,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,azure-common,^1.1.28,azure-common==^1.1.28,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,azure-mgmt-sql,^4.0.0b8,azure-mgmt-sql==^4.0.0b8,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,azure-monitor-query,^1.2.0,azure-monitor-query==^1.2.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,azure-mgmt-monitor,^6.0.1,azure-mgmt-monitor==^6.0.1,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,atlassian-python-api,^3.41.16,atlassian-python-api==^3.41.16,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,msal,^1.22.0,msal==^1.22.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,types-requests,^2.31.0.1,types-requests==^2.31.0.1,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,types-python-dateutil,^2.8.19.13,types-python-dateutil==^2.8.19.13,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,python-dateutil,^2.8.2,python-dateutil==^2.8.2,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,google-cloud-storage,^2.9.0,google-cloud-storage==^2.9.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,google-cloud-bigquery,^3.11.4,google-cloud-bigquery==^3.11.4,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,google-cloud-compute,^1.11.0,google-cloud-compute==^1.11.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,google-cloud-resource-manager,^1.10.3,google-cloud-resource-manager==^1.10.3,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,google-cloud-monitoring,^2.15.1,google-cloud-monitoring==^2.15.1,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,google-cloud-bigtable,^2.20.0,google-cloud-bigtable==^2.20.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,google-cloud-pubsub,^2.19.1,google-cloud-pubsub==^2.19.1,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,google-auth,~2.29.0,google-auth==~2.29.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,azure-graphrbac,^0.61.1,azure-graphrbac==^0.61.1,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,azure-mgmt-msi,^7.0.0,azure-mgmt-msi==^7.0.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,azure-mgmt-authorization,^4.0.0,azure-mgmt-authorization==^4.0.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,ec2-metadata,^2.13.0,ec2-metadata==^2.13.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,redis,^5.0.1,redis==^5.0.1,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,azure-mgmt-privatedns,^1.1.0,azure-mgmt-privatedns==^1.1.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,types-protobuf,^4.24.0.4,types-protobuf==^4.24.0.4,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,cachetools,^5.3.2,cachetools==^5.3.2,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,types-cachetools,^5.3.0.7,types-cachetools==^5.3.0.7,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,mypy-boto3-sts,^1.34.0,mypy-boto3-sts==^1.34.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,mypy-boto3-s3,^1.34.0,mypy-boto3-s3==^1.34.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,boto3,^1.34.11,boto3==^1.34.11,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,botocore,^1.34.11,botocore==^1.34.11,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,urllib3,<2,urllib3==<2,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,pydantic-settings,^2.1.0,pydantic-settings==^2.1.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,google-api-python-client,^2.118.0,google-api-python-client==^2.118.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,sentra-pymodels,^5.0.418,sentra-pymodels==^5.0.418,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,more-itertools,^10.4.0,more-itertools==^10.4.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,sentra-iam-parser,^1.0.1,sentra-iam-parser==^1.0.1,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,mypy-boto3-rds,^1.35.72,mypy-boto3-rds==^1.35.72,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,databricks-sdk,^0.29.0,databricks-sdk==^0.29.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,aiohttp,^3.10.5,aiohttp==^3.10.5,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,loguru,^0.7.2,loguru==^0.7.2,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,httpx,^0.27.2,httpx==^0.27.2,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,pytz,^2024.2,pytz==^2024.2,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,types-pytz,^2024.2.0.20240913,types-pytz==^2024.2.0.20240913,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,simple-salesforce,^1.12.6,simple-salesforce==^1.12.6,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,mypy-boto3-sso-admin,^1.35.0,mypy-boto3-sso-admin==^1.35.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,google-cloud-secret-manager,^2.22.0,google-cloud-secret-manager==^2.22.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,sentra-rate-limiter-client,^1.0.15,sentra-rate-limiter-client==^1.0.15,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,normal
sentra-cloud-utils,python,pytest,^8.3.3,pytest==^8.3.3,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,dev
sentra-cloud-utils,python,bump2version,^1.0.1,bump2version==^1.0.1,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,dev
sentra-cloud-utils,python,requests-mock,^1.11.0,requests-mock==^1.11.0,2025-03-06T02:08:12.704281,pyproject.toml,sentraio,dev
